YEAR,UNIQUE_PROVIDERS,PROVIDER_TYPE_CD,PROVIDER_TYPE_DESC,SITE_OF_SERVICE,PAYER,RESOURCE_UTILIZATION_BAND,RUCA_PROVIDER_CLASS,RUCA_CLASS,NUM_PROCEDURES,UNIQUE_PATIENTS,PROC_PER_PROV_MED,PROC_PER_PROV_MEAN,PROC_PER_PROV_SD,CHARGE_AMT_MED,CHARGE_AMT_MEAN,CHARGE_AMT_SD,CHARGE_AMT_SUM,INSURER_PAID_AMT_MED,INSURER_PAID_AMT_MEAN,INSURER_PAID_AMT_SD,INSURER_PAID_AMT_SUM,MEMBER_PAID_AMT_MED,MEMBER_PAID_AMT_MEAN,MEMBER_PAID_AMT_SD,MEMBER_PAID_AMT_SUM,TOTAL_PAID_AMT_MED,TOTAL_PAID_AMT_MEAN,TOTAL_PAID_AMT_SD,TOTAL_PAID_AMT_SUM
2019,24,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,2,1,535,219,11.50,22.29,25.25,$283.00,$329.76,$224.45,"$176,420.40",$57.24,$68.13,$49.76,"$36,449.78",$0.00,$0.26,$1.67,$140.60,$57.24,$68.39,$49.96,"$36,590.38"
2019,25,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,2,2,313,156,8.00,12.52,11.67,$237.00,$226.67,$205.25,"$70,947.50",$46.72,$46.31,$44.85,"$14,494.01",$0.00,$0.87,$11.51,$272.40,$49.72,$47.18,$46.53,"$14,766.41"
2019,14,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,2,3,70,46,2.00,5.00,6.73,$283.00,$287.50,$197.62,"$20,125.00",$56.26,$61.63,$53.81,"$4,314.32",$0.00,$1.06,$4.25,$74.00,$56.26,$62.69,$54.55,"$4,388.32"
2019,16,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,2,4,97,50,5.00,6.06,4.23,$237.00,$253.85,$171.37,"$24,623.75",$53.33,$57.30,$51.01,"$5,557.96",$0.00,$0.23,$1.98,$22.33,$53.33,$57.53,$50.86,"$5,580.29"
2019,65,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,3,1,596,268,4.00,9.17,13.13,$187.00,$235.80,$192.61,"$140,534.51",$55.76,$64.50,$87.98,"$38,439.21",$0.00,$0.34,$2.16,$205.40,$56.08,$64.84,$87.98,"$38,644.61"
2019,34,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,3,2,113,60,1.50,3.32,4.61,$154.20,$195.91,$233.83,"$22,138.14",$19.37,$38.67,$58.48,"$4,369.47",$0.00,$0.74,$3.39,$83.60,$20.23,$39.41,$58.80,"$4,453.07"
2019,86,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,3,3,"3,420","1,300",22.50,39.77,54.99,$116.80,$156.02,$129.61,"$533,580.49",$31.81,$44.74,$71.56,"$153,026.56",$0.00,$0.63,$3.21,"$2,170.20",$36.54,$45.38,$71.55,"$155,196.76"
2019,77,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,3,4,"1,144",490,6.00,14.86,26.78,$147.00,$167.68,$146.99,"$191,830.32",$38.98,$47.45,$69.01,"$54,284.59",$0.00,$0.94,$4.40,"$1,073.77",$39.56,$48.39,$69.01,"$55,358.36"
2019,38,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,4,1,379,217,4.00,9.97,13.83,$180.00,$316.01,$496.49,"$119,766.06",$53.52,$65.62,$63.97,"$24,869.53",$0.00,$0.67,$2.98,$254.60,$55.99,$66.29,$63.96,"$25,124.13"
2019,25,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,4,2,131,77,3.00,5.24,5.49,$169.83,$256.78,$253.66,"$33,638.77",$51.13,$57.93,$63.94,"$7,588.64",$0.00,$4.60,$9.02,$603.00,$57.95,$62.53,$63.52,"$8,191.64"
2019,38,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,4,3,507,252,9.00,13.34,14.22,$128.00,$196.23,$384.67,"$99,489.23",$6.35,$30.95,$36.89,"$15,693.23",$0.00,$1.03,$4.02,$521.60,$6.51,$31.98,$37.78,"$16,214.83"
2019,52,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,4,4,"3,394","1,156",24.50,65.27,97.50,$147.00,$188.25,$262.55,"$638,903.67",$35.40,$41.24,$59.40,"$139,960.76",$0.00,$0.59,$2.41,"$1,996.20",$36.54,$41.83,$59.49,"$141,956.96"
2019,215,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,5,1,"3,251","1,473",4.00,15.12,32.77,$278.39,$342.94,$311.55,"$1,114,894.00",$64.53,$69.02,$51.97,"$224,381.40",$0.00,$0.53,$8.15,"$1,714.19",$64.53,$69.55,$52.75,"$226,095.59"
2019,95,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,5,2,296,157,2.00,3.12,2.84,$283.00,$355.87,$303.70,"$105,336.62",$62.67,$70.76,$54.72,"$20,945.48",$0.00,$0.32,$2.15,$95.80,$63.01,$71.09,$54.58,"$21,041.28"
2019,163,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,5,3,950,459,2.00,5.83,12.44,$201.00,$285.34,$312.90,"$271,072.45",$54.09,$59.24,$48.99,"$56,274.68",$0.00,$0.91,$3.83,$867.06,$55.41,$60.15,$48.91,"$57,141.74"
2019,198,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,4,5,4,"1,191",537,3.00,6.02,8.77,$189.00,$265.52,$285.87,"$316,234.19",$56.07,$56.71,$56.04,"$67,545.94",$0.00,$0.54,$3.21,$642.66,$56.07,$57.25,$55.85,"$68,188.60"
2019,962,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,1,1,"169,920","23,957",145.50,176.63,170.08,$301.00,$349.04,$234.49,"$59,309,083.85",$59.50,$58.47,$53.37,"$9,936,017.50",$0.00,$0.14,$1.72,"$23,603.31",$59.81,$58.61,$53.40,"$9,959,620.81"
2019,844,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,1,2,"12,717","2,505",10.00,15.07,15.83,$309.00,$383.66,"$1,803.81","$4,878,946.11",$57.20,$56.21,$52.01,"$714,863.33",$0.00,$0.12,$1.33,"$1,487.56",$57.20,$56.33,$52.06,"$716,350.89"
2019,753,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,1,3,"10,883","2,267",7.00,14.45,25.93,$283.00,$327.90,$213.86,"$3,568,566.82",$55.36,$60.25,$58.63,"$655,732.87",$0.00,$0.10,$1.12,"$1,051.70",$55.68,$60.35,$58.64,"$656,784.57"
2019,841,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,1,4,"17,440","3,103",10.00,20.74,35.28,$285.50,$332.22,$202.02,"$5,793,981.49",$56.63,$59.34,$58.65,"$1,034,897.18",$0.00,$0.07,$1.00,"$1,285.30",$56.63,$59.41,$58.67,"$1,036,182.48"
2019,23,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,2,1,"3,570",816,39.00,155.22,360.46,$180.00,$234.08,$212.57,"$835,662.92",$48.08,$39.26,$45.03,"$140,167.39",$0.00,$0.03,$0.48,$90.90,$48.33,$39.29,$45.05,"$140,258.29"
2019,26,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,2,2,939,320,20.50,36.12,32.91,$262.00,$290.15,$217.92,"$272,455.35",$52.32,$47.57,$50.56,"$44,665.41",$0.00,$0.06,$0.41,$51.80,$52.32,$47.62,$50.58,"$44,717.21"
2019,21,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,2,3,465,143,4.00,22.14,52.17,$193.50,$214.81,$156.26,"$99,885.63",$28.13,$38.86,$43.93,"$18,070.04",$0.00,$0.05,$0.40,$24.60,$28.13,$38.91,$43.97,"$18,094.64"
2019,22,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,2,4,717,175,10.00,32.59,71.13,$180.00,$190.44,$165.26,"$136,545.90",$5.53,$31.94,$39.32,"$22,899.85",$0.00,$0.03,$0.27,$18.00,$5.53,$31.96,$39.34,"$22,917.85"
2019,69,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,3,1,"5,143",913,10.00,74.54,379.11,$180.00,$176.38,$169.95,"$907,140.25",$0.00,$31.38,$39.46,"$161,367.65",$0.00,$0.04,$0.66,$187.60,$0.00,$31.41,$39.51,"$161,555.25"
2019,48,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,3,2,413,126,3.00,8.60,22.63,$180.00,$205.54,$184.02,"$84,889.81",$2.55,$29.53,$38.52,"$12,194.35",$0.00,$0.04,$0.36,$18.00,$2.55,$29.57,$38.55,"$12,212.35"
2019,87,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,3,3,"8,737","2,078",65.00,100.43,114.53,$180.00,$189.04,$140.91,"$1,651,676.03",$6.51,$34.10,$53.43,"$297,975.00",$0.00,$0.37,$2.49,"$3,196.53",$6.51,$34.47,$53.52,"$301,171.53"
2019,83,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,3,4,"3,562",991,17.00,42.92,91.00,$180.00,$176.87,$140.70,"$630,004.52",$9.16,$35.97,$55.97,"$128,114.42",$0.00,$0.19,$1.69,$678.20,$9.16,$36.16,$56.03,"$128,792.62"
2019,44,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,4,1,704,393,6.00,16.00,39.60,$288.00,$379.51,$262.91,"$267,176.53",$54.82,$65.82,$66.87,"$46,340.54",$0.00,$0.28,$2.17,$200.40,$54.82,$66.11,$66.92,"$46,540.94"
2019,30,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,4,2,155,82,2.00,5.17,6.69,$178.95,$293.29,$650.66,"$45,459.67",$6.18,$53.66,$152.61,"$8,317.55",$0.00,$0.33,$1.06,$51.20,$6.18,$53.99,$152.56,"$8,368.75"
2019,40,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,4,3,609,255,10.50,15.23,16.01,$173.00,$234.68,$361.31,"$142,918.83",$14.49,$35.06,$40.78,"$21,349.99",$0.00,$0.34,$2.13,$208.00,$15.38,$35.40,$40.83,"$21,557.99"
2019,54,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,4,4,"4,800","1,336",49.00,88.89,99.61,$182.00,$226.83,$188.88,"$1,088,789.30",$9.97,$37.35,$53.44,"$179,295.73",$0.00,$0.28,$1.68,"$1,328.53",$10.38,$37.63,$53.49,"$180,624.26"
2019,365,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,5,1,"15,476","4,713",5.00,42.40,116.16,$288.00,$310.32,$259.17,"$4,802,457.28",$53.33,$52.61,$73.08,"$814,229.07",$0.00,$0.13,$2.57,"$2,018.40",$53.33,$52.74,$73.16,"$816,247.47"
2019,161,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,5,2,"1,355",464,4.00,8.42,17.44,$285.00,$330.14,$311.17,"$447,336.45",$52.59,$54.11,$57.23,"$73,318.91",$0.00,$0.10,$1.23,$138.60,$52.84,$54.21,$57.27,"$73,457.51"
2019,272,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,5,3,"3,415","1,027",6.00,12.56,24.05,$212.00,$273.47,$316.96,"$933,912.58",$52.32,$48.24,$51.91,"$164,736.39",$0.00,$0.19,$1.62,$636.00,$52.32,$48.43,$51.98,"$165,372.39"
2019,298,14-11,INTERNAL MEDICINE,2,Minnesota Health Care Programs,5,5,4,"5,060","1,393",8.00,16.98,33.41,$203.50,$254.50,$271.06,"$1,287,791.45",$51.30,$47.21,$48.87,"$238,892.19",$0.00,$0.08,$0.94,$403.20,$51.30,$47.29,$48.91,"$239,295.39"
2019,13,14-11,INTERNAL MEDICINE,3,Commercial,2,1,1,76,44,2.00,5.85,7.77,$216.72,$239.23,$232.58,"$18,181.12",$16.01,$67.93,$158.71,"$5,162.79",$0.00,$66.92,$122.57,"$5,085.80",$83.79,$134.85,$178.62,"$10,248.59"
2019,11,14-11,INTERNAL MEDICINE,3,Commercial,2,3,3,245,57,13.00,22.27,23.75,$248.00,$348.16,$306.68,"$85,300.13",$15.07,$103.26,$184.25,"$25,298.62",$15.07,$63.83,$96.06,"$15,637.18",$102.38,$167.08,$177.11,"$40,935.80"
2019,13,14-11,INTERNAL MEDICINE,3,Commercial,2,4,4,130,37,3.00,10.00,13.44,$30.00,$110.27,$122.52,"$14,335.18",$0.33,$13.68,$33.80,"$1,779.02",$15.96,$63.54,$95.27,"$8,260.83",$16.90,$77.23,$98.10,"$10,039.85"
2019,14,14-11,INTERNAL MEDICINE,3,Commercial,2,5,1,44,18,1.50,3.14,3.30,$230.00,$340.74,$448.91,"$14,992.74",$2.58,$82.27,$116.01,"$3,619.83",$28.58,$52.48,$79.75,"$2,309.09",$131.35,$134.75,$113.02,"$5,928.92"
2019,33,14-11,INTERNAL MEDICINE,3,Commercial,3,1,1,438,239,3.00,13.27,21.88,$229.43,$282.08,$276.97,"$123,549.26",$19.67,$123.14,$202.49,"$53,933.52",$0.00,$58.87,$137.88,"$25,786.21",$82.67,$182.01,$220.61,"$79,719.73"
2019,14,14-11,INTERNAL MEDICINE,3,Commercial,3,1,2,179,68,4.50,12.79,16.12,$229.43,$334.32,$278.60,"$59,844.00",$15.74,$74.16,$119.38,"$13,275.43",$18.07,$126.45,$222.52,"$22,634.03",$130.90,$200.61,$226.98,"$35,909.46"
2019,12,14-11,INTERNAL MEDICINE,3,Commercial,3,1,4,160,69,3.00,13.33,22.44,$344.00,$370.08,$223.62,"$59,212.35",$39.67,$155.62,$192.68,"$24,899.56",$98.00,$111.89,$138.03,"$17,902.96",$230.66,$267.52,$185.33,"$42,802.52"
2019,13,14-11,INTERNAL MEDICINE,3,Commercial,3,3,1,124,76,2.00,9.54,13.29,$248.00,$289.68,$161.77,"$35,920.08",$17.92,$74.68,$106.26,"$9,260.49",$39.69,$97.99,$127.67,"$12,151.24",$130.05,$172.68,$121.60,"$21,411.73"
2019,11,14-11,INTERNAL MEDICINE,3,Commercial,3,3,2,73,33,3.00,6.64,8.79,$377.17,$329.44,$156.69,"$24,049.04",$90.72,$119.03,$115.14,"$8,689.47",$0.00,$43.95,$87.77,"$3,208.21",$119.60,$162.98,$114.66,"$11,897.68"
2019,24,14-11,INTERNAL MEDICINE,3,Commercial,3,3,3,293,204,4.50,12.21,20.98,$225.00,$241.99,$173.68,"$70,902.52",$26.54,$77.25,$103.34,"$22,635.41",$18.77,$93.14,$131.41,"$27,290.43",$117.85,$170.40,$148.65,"$49,925.84"
2019,19,14-11,INTERNAL MEDICINE,3,Commercial,3,3,4,178,97,4.00,9.37,11.53,$157.00,$188.32,$143.27,"$33,520.51",$26.54,$71.88,$95.18,"$12,793.76",$20.48,$54.43,$72.43,"$9,688.59",$104.86,$126.31,$117.72,"$22,482.35"
2019,12,14-11,INTERNAL MEDICINE,3,Commercial,3,4,1,62,22,1.50,5.17,8.68,$33.00,$94.51,$119.26,"$5,859.32",$0.00,$9.78,$36.51,$606.58,$19.60,$35.68,$49.13,"$2,212.21",$19.60,$45.46,$55.24,"$2,818.79"
2019,21,14-11,INTERNAL MEDICINE,3,Commercial,3,4,4,410,237,18.00,19.52,16.21,$33.00,$82.14,$146.14,"$33,676.79",$1.69,$20.82,$54.24,"$8,536.69",$13.44,$25.93,$57.35,"$10,632.19",$19.60,$46.75,$83.01,"$19,168.88"
2019,35,14-11,INTERNAL MEDICINE,3,Commercial,3,5,1,121,85,1.00,3.46,5.52,$66.00,$227.94,$357.74,"$27,580.39",$19.67,$98.49,$202.74,"$11,917.42",$0.00,$46.75,$124.44,"$5,656.44",$59.40,$145.24,$244.07,"$17,573.86"
2019,13,14-11,INTERNAL MEDICINE,3,Commercial,3,5,2,76,45,1.00,5.85,8.99,$31.00,$210.15,$262.89,"$15,971.26",$15.95,$53.65,$76.04,"$4,077.65",$0.00,$14.67,$47.31,"$1,114.61",$19.47,$68.32,$90.10,"$5,192.26"
2019,14,14-11,INTERNAL MEDICINE,3,Commercial,3,5,3,50,45,2.00,3.57,5.83,$316.55,$353.65,$272.73,"$17,682.30",$9.22,$143.01,$185.05,"$7,150.73",$58.74,$146.33,$216.79,"$7,316.49",$253.57,$289.34,$238.93,"$14,467.22"
2019,29,14-11,INTERNAL MEDICINE,3,Commercial,3,5,4,179,116,3.00,6.17,9.62,$158.00,$245.55,$242.04,"$43,954.34",$10.75,$77.77,$138.86,"$13,920.70",$16.44,$49.02,$87.34,"$8,774.59",$90.79,$126.79,$170.36,"$22,695.29"
2019,28,14-11,INTERNAL MEDICINE,3,Commercial,4,1,1,312,203,2.50,11.14,20.45,$288.50,$310.79,$294.14,"$96,967.43",$25.00,$141.38,$226.20,"$44,109.29",$0.00,$43.09,$128.95,"$13,444.85",$57.95,$184.47,$244.54,"$57,554.14"
2019,12,14-11,INTERNAL MEDICINE,3,Commercial,4,3,1,76,32,2.00,6.33,8.98,$336.00,$275.74,$167.01,"$20,956.33",$99.23,$122.91,$109.43,"$9,341.22",$0.00,$26.70,$83.60,"$2,029.45",$99.23,$149.61,$124.97,"$11,370.67"
2019,21,14-11,INTERNAL MEDICINE,3,Commercial,4,3,3,238,142,4.00,11.33,16.06,$49.00,$166.76,$161.25,"$39,689.44",$14.51,$61.01,$98.11,"$14,521.56",$0.00,$28.89,$82.86,"$6,875.52",$26.54,$89.90,$117.96,"$21,397.08"
2019,17,14-11,INTERNAL MEDICINE,3,Commercial,4,3,4,84,46,2.00,4.94,7.18,$205.00,$199.36,$154.19,"$16,746.37",$33.85,$76.83,$99.86,"$6,453.31",$0.00,$30.45,$89.88,"$2,557.44",$99.23,$107.27,$118.11,"$9,010.75"
2019,20,14-11,INTERNAL MEDICINE,3,Commercial,4,4,4,171,136,5.50,8.55,8.45,$33.00,$67.93,$110.78,"$11,615.92",$14.11,$22.25,$41.41,"$3,805.31",$0.00,$12.32,$37.74,"$2,106.87",$16.99,$34.57,$55.27,"$5,912.18"
2019,35,14-11,INTERNAL MEDICINE,3,Commercial,4,5,1,93,54,1.00,2.66,4.45,$493.70,$449.83,$367.74,"$41,834.65",$55.44,$123.43,$209.17,"$11,479.10",$0.00,$61.25,$104.75,"$5,695.86",$125.93,$184.68,$226.31,"$17,174.96"
2019,12,14-11,INTERNAL MEDICINE,3,Commercial,4,5,2,37,30,1.00,3.08,4.68,$31.00,$135.79,$246.51,"$5,024.40",$16.72,$72.82,$170.02,"$2,694.22",$0.00,$38.23,$127.49,"$1,414.42",$18.88,$111.04,$267.65,"$4,108.64"
2019,11,14-11,INTERNAL MEDICINE,3,Commercial,4,5,3,38,34,2.00,3.45,5.30,$361.62,$399.45,$439.65,"$15,179.09",$62.70,$186.23,$288.31,"$7,076.76",$0.00,$85.90,$224.02,"$3,264.20",$155.11,$272.13,$343.16,"$10,340.96"
2019,24,14-11,INTERNAL MEDICINE,3,Commercial,4,5,4,94,76,2.00,3.92,4.31,$135.63,$251.67,$236.68,"$23,657.26",$16.28,$85.76,$120.95,"$8,061.68",$0.00,$56.09,$119.83,"$5,272.42",$109.36,$141.85,$154.90,"$13,334.10"
2019,54,14-11,INTERNAL MEDICINE,3,Commercial,5,1,1,374,250,1.00,6.93,20.73,$252.72,$358.92,$337.79,"$134,236.14",$23.94,$168.62,$233.94,"$63,064.38",$0.00,$28.65,$91.67,"$10,715.07",$38.99,$197.27,$240.46,"$73,779.45"
2019,12,14-11,INTERNAL MEDICINE,3,Commercial,5,1,2,40,31,1.50,3.33,3.85,$31.00,$180.13,$257.76,"$7,205.15",$18.43,$84.23,$161.97,"$3,369.22",$0.00,$29.09,$99.54,"$1,163.44",$20.63,$113.32,$195.15,"$4,532.66"
2019,13,14-11,INTERNAL MEDICINE,3,Commercial,5,1,3,37,22,1.00,2.85,3.11,$202.00,$300.71,$248.86,"$11,126.13",$3.19,$80.23,$142.32,"$2,968.63",$0.00,$91.65,$121.32,"$3,391.20",$185.37,$171.89,$157.53,"$6,359.83"
2019,24,14-11,INTERNAL MEDICINE,3,Commercial,5,3,3,191,144,4.00,7.96,9.69,$225.00,$226.02,$190.03,"$43,170.10",$27.07,$92.59,$122.01,"$17,683.97",$0.00,$21.95,$74.57,"$4,192.83",$33.70,$114.54,$137.14,"$21,876.80"
2019,20,14-11,INTERNAL MEDICINE,3,Commercial,5,3,4,88,56,1.00,4.40,10.17,$336.00,$295.68,$134.65,"$26,019.87",$197.65,$154.75,$124.41,"$13,617.85",$0.00,$67.92,$104.16,"$5,976.96",$223.18,$222.67,$170.97,"$19,594.81"
2019,18,14-11,INTERNAL MEDICINE,3,Commercial,5,4,4,232,148,6.50,12.89,15.01,$33.00,$62.15,$112.92,"$14,418.54",$13.53,$26.13,$91.40,"$6,063.00",$0.00,$6.30,$28.73,"$1,462.29",$16.99,$32.44,$94.21,"$7,525.29"
2019,22,14-11,INTERNAL MEDICINE,3,Commercial,5,5,1,45,38,1.00,2.05,2.21,$118.00,$247.10,$227.60,"$11,119.31",$50.16,$96.46,$117.55,"$4,340.85",$0.00,$24.67,$66.18,"$1,110.28",$82.67,$121.14,$140.63,"$5,451.13"
2019,17,14-11,INTERNAL MEDICINE,3,Commercial,5,5,4,71,45,2.00,4.18,5.62,$227.00,$251.84,$219.74,"$17,880.35",$16.28,$70.71,$125.38,"$5,020.71",$0.00,$34.61,$77.95,"$2,457.48",$65.52,$105.33,$132.29,"$7,478.19"
2019,11,14-11,INTERNAL MEDICINE,3,Medicare,2,3,3,149,18,4.00,13.55,18.28,$49.00,$161.38,$187.67,"$24,045.18",$6.73,$22.02,$38.31,"$3,280.80",$8.44,$24.20,$35.41,"$3,606.51",$8.44,$46.22,$52.52,"$6,887.31"
2019,23,14-11,INTERNAL MEDICINE,3,Medicare,3,1,1,290,136,2.00,12.61,23.97,$50.00,$301.65,$364.85,"$87,478.58",$8.36,$57.06,$72.09,"$16,547.10",$0.00,$5.14,$15.96,"$1,490.24",$8.70,$62.20,$74.23,"$18,037.34"
2019,11,14-11,INTERNAL MEDICINE,3,Medicare,3,1,4,48,25,1.00,4.36,8.44,$300.55,$327.38,$172.83,"$15,714.15",$46.85,$66.27,$70.21,"$3,180.87",$9.91,$22.52,$26.25,"$1,081.13",$60.42,$88.79,$62.39,"$4,262.00"
2019,12,14-11,INTERNAL MEDICINE,3,Medicare,3,3,1,46,29,2.00,3.83,5.24,$225.00,$241.31,$158.41,"$11,100.37",$16.00,$27.52,$32.63,"$1,266.10",$1.69,$20.43,$30.61,$939.78,$43.17,$47.95,$38.47,"$2,205.88"
2019,30,14-11,INTERNAL MEDICINE,3,Medicare,3,3,3,664,387,4.00,22.13,30.94,$64.00,$152.87,$151.72,"$101,503.54",$8.27,$31.07,$43.20,"$20,628.64",$1.69,$9.20,$21.26,"$6,107.05",$8.44,$40.26,$49.03,"$26,735.69"
2019,19,14-11,INTERNAL MEDICINE,3,Medicare,3,3,4,241,104,7.00,12.68,17.70,$246.00,$258.38,$203.48,"$62,270.48",$59.21,$66.98,$61.36,"$16,142.30",$0.00,$6.18,$17.43,"$1,489.39",$59.21,$73.16,$65.07,"$17,631.69"
2019,15,14-11,INTERNAL MEDICINE,3,Medicare,3,4,4,342,188,6.00,22.80,31.36,$33.00,$77.95,$92.90,"$26,660.60",$6.75,$14.37,$19.66,"$4,913.08",$1.69,$3.44,$7.94,"$1,174.82",$8.43,$17.80,$24.10,"$6,087.90"
2019,42,14-11,INTERNAL MEDICINE,3,Medicare,3,5,1,127,69,1.00,3.02,5.93,$118.00,$238.61,$428.77,"$30,303.12",$8.35,$26.71,$41.89,"$3,391.55",$0.00,$4.53,$10.19,$574.79,$8.35,$31.23,$50.05,"$3,966.34"
2019,14,14-11,INTERNAL MEDICINE,3,Medicare,3,5,2,52,27,2.00,3.71,4.41,$103.00,$159.87,$333.00,"$8,313.00",$8.22,$18.34,$33.09,$953.78,$0.00,$2.95,$10.03,$153.36,$8.25,$21.29,$36.49,"$1,107.14"
2019,24,14-11,INTERNAL MEDICINE,3,Medicare,3,5,3,239,103,3.00,9.96,17.33,$119.00,$310.88,$369.77,"$74,299.93",$47.37,$49.43,$42.29,"$11,814.46",$7.00,$12.51,$20.74,"$2,989.60",$59.45,$61.94,$49.60,"$14,804.06"
2019,38,14-11,INTERNAL MEDICINE,3,Medicare,3,5,4,327,135,3.00,8.61,15.14,$118.00,$233.33,$330.37,"$76,299.36",$8.67,$32.46,$34.09,"$10,613.75",$8.08,$13.48,$26.27,"$4,408.46",$59.22,$45.94,$42.87,"$15,022.21"
2019,46,14-11,INTERNAL MEDICINE,3,Medicare,4,1,1,524,330,1.00,11.39,34.97,$188.00,$325.55,$348.21,"$170,586.05",$8.72,$53.90,$62.32,"$28,244.40",$1.69,$8.35,$18.22,"$4,376.72",$8.83,$62.25,$69.84,"$32,621.12"
2019,11,14-11,INTERNAL MEDICINE,3,Medicare,4,1,2,89,72,3.00,8.09,12.18,$31.00,$93.83,$176.12,"$8,350.55",$6.68,$17.22,$32.10,"$1,532.31",$0.00,$2.66,$12.80,$236.70,$8.37,$19.88,$37.54,"$1,769.01"
2019,13,14-11,INTERNAL MEDICINE,3,Medicare,4,1,3,100,73,1.00,7.69,13.64,$350.00,$346.73,$213.28,"$34,673.35",$56.79,$70.91,$59.74,"$7,090.58",$14.49,$23.62,$35.34,"$2,362.04",$101.99,$94.53,$67.78,"$9,452.62"
2019,15,14-11,INTERNAL MEDICINE,3,Medicare,4,1,4,87,51,2.00,5.80,7.62,$83.00,$211.64,$214.02,"$18,412.76",$21.35,$44.14,$51.36,"$3,840.04",$4.27,$8.71,$15.81,$757.77,$25.62,$52.85,$59.24,"$4,597.81"
2019,18,14-11,INTERNAL MEDICINE,3,Medicare,4,3,1,108,67,3.50,6.00,7.47,$327.00,$253.74,$177.96,"$27,403.69",$8.83,$53.19,$62.85,"$5,744.49",$0.00,$6.98,$21.08,$753.54,$31.34,$60.17,$66.26,"$6,498.03"
2019,12,14-11,INTERNAL MEDICINE,3,Medicare,4,3,2,20,16,1.00,1.67,1.07,$98.93,$193.54,$195.38,"$3,870.89",$6.72,$11.73,$21.80,$234.64,$1.69,$5.61,$10.01,$112.19,$8.42,$17.34,$27.37,$346.83
2019,35,14-11,INTERNAL MEDICINE,3,Medicare,4,3,3,958,687,9.00,27.37,42.00,$49.00,$160.60,$162.17,"$153,856.91",$7.85,$34.89,$48.90,"$33,426.82",$1.69,$7.02,$13.63,"$6,722.41",$8.42,$41.91,$57.09,"$40,149.23"
2019,27,14-11,INTERNAL MEDICINE,3,Medicare,4,3,4,427,219,4.00,15.81,29.89,$225.00,$228.36,$159.78,"$97,509.83",$47.37,$55.30,$53.24,"$23,612.18",$1.62,$11.52,$28.88,"$4,920.20",$59.45,$66.82,$59.55,"$28,532.38"
2019,22,14-11,INTERNAL MEDICINE,3,Medicare,4,4,4,571,348,4.50,25.95,43.44,$33.00,$93.24,$137.78,"$53,239.58",$6.64,$16.83,$27.99,"$9,612.15",$1.69,$3.93,$10.23,"$2,242.52",$8.33,$20.76,$33.08,"$11,854.67"
2019,67,14-11,INTERNAL MEDICINE,3,Medicare,4,5,1,181,146,1.00,2.70,4.32,$118.00,$307.52,$475.46,"$55,661.21",$8.15,$29.92,$44.79,"$5,414.89",$1.66,$10.01,$24.16,"$1,811.53",$8.40,$39.92,$55.67,"$7,226.42"
2019,27,14-11,INTERNAL MEDICINE,3,Medicare,4,5,2,94,54,1.00,3.48,5.62,$48.00,$158.34,$310.30,"$14,884.35",$6.73,$16.76,$31.83,"$1,575.09",$1.68,$4.43,$14.82,$416.16,$8.42,$21.18,$38.38,"$1,991.25"
